"","UA","area.floresta1500","area.floresta1000","area.floresta750","area.floresta500","eucl1500","eucl1000","eucl750","eucl500","X.y","bdodmean","cecmean","claymean","nitrogenmean","phh2omean","sandmean","bio1","bio5","bio4","bio6","bio7","bio12","bio13","bio14","bio15","elev","X (Longitude)","Y (Latitude)","Freq","FT","stage","X","dur_uso_anos","n.changes","freq.fire","forest.type"
"2","10",498.96,228.42,116.64,61.56,180,8100,180,180,3,0.114,1.842,3.825,0.204,0.512,3.445,2926,3007,3258,2837,170,19610,2423,1125,262,35,610962,6783721,71.6670819835534,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",2,14,13,4,"FOD"
"3","15",281.07,161.19,106.92,50.22,201.246117974981,201.246117974981,270,9000,4,0.102,1.808,4.553,0.21,0.513,2.75,2919,3003,3211,2828,175,20194,2540,1102,278,314,611152,6793749,60.9226932668329,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",3,10,10,2,"FOD"
"4","21",670.68,301.32,169.29,75.33,7020,8010,8550,9000,5,0.107,1.848,4.25,0.216,0.52,2.768,2910,2994,3156,2820,174,20901,2661,1141,280,360,611157,6803667,95.3546453546454,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",4,13,9,1,"FOD"
"6","28",643.95,302.13,168.48,77.76,180,8100,8550,9000,8,0.105,1.848,4.173,0.204,0.51,2.802,2913,2995,3134,2824,171,19708,2523,1147,264,354,611252,6813639,94.4236059014754,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",7,21,9,1,"FOD"
"7","30",92.34,89.91,68.04,40.5,180,180,180,9720.41665773644,9,0.116,1.818,4.022,0.195,0.51,3.302,2927,3009,3227,2837,172,19484,2512,1101,266,70,628812,6813463,36.6616616616617,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",8,24,16,2,"FOD"
"8","37",633.42,281.88,166.86,76.95,10312.7590876545,11339.2856917885,11843.1245877091,12356.5771959714,11,0.1,2.065,4.645,0.249,0.53,2.345,2910,2991,3104,2822,169,24357,3180,1396,268,398,620128,6823515,83.2455480311011,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",9,19,9,1,"FOD"
"9","39",229.23,127.98,89.91,49.41,360,360,7579.26117771383,7961.31270582936,12,0.114,1.882,4.257,0.191,0.515,3.235,2928,3011,3273,2837,174,19724,2559,1116,264,96,637858,6823558,41.6020025031289,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",10,21,16,2,"FOD"
"11","41",75.33,66.42,47.79,33.21,180,201.246117974981,458.911756223351,8280.48911598826,14,0.119,1.925,4.63,0.179,0.508,2.902,2930,3009,3267,2842,167,16397,2028,951,240,35,655399,6823199,24.0680510382787,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",12,13,11,5,"FOD"
"12","47",696.6,313.47,176.58,76.95,6840,7830,8280,8820,15,0.102,1.99,4.265,0.224,0.52,2.96,2905,2987,3089,2817,170,25887,3393,1395,277,441,637830,6833303,100,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",13,6,6,1,"FOD"
"15","51",42.93,42.93,42.93,38.07,201.246117974981,201.246117974981,201.246117974981,201.246117974981,18,0.119,1.977,4.48,0.189,0.512,2.61,2932,3009,3257,2847,162,15110,1872,868,240,31,672837,6832914,16.9172932330827,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",16,18,12,2,"FOD"
"17","59",406.62,194.4,105.3,52.65,180,180,180,7292.22188362367,20,0.104,1.738,4.138,0.215,0.495,2.617,2912,2995,3113,2823,172,20801,2775,1139,283,459,655286,6843459,63.6249686638255,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",18,28,11,5,"FOD"
"18","70",331.29,151.47,100.44,59.13,180,180,180,180,23,0.096,1.752,4.685,0.259,0.51,2.248,2890,2970,2915,2810,160,15940,1890,978,207,1058,611754,6853750,40.6540880503145,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",21,29,12,7,"FOM"
"22","85",300.51,162,110.97,64.8,180,180,16202.2498437717,16830,28,0.102,1.755,5.235,0.262,0.51,2.082,2889,2979,3328,2801,178,16797,1683,1102,145,1002,558797,6863857,40.4116465863454,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",26,21,9,11,"FOM"
"24","89",29.16,29.16,29.16,26.73,201.246117974981,201.246117974981,201.246117974981,201.246117974981,30,0.098,1.712,5.258,0.273,0.512,1.822,2877,2960,3094,2794,166,16468,1753,1064,165,1272,594038,6863831,8.47159376571141,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",28,23,9,16,"FOM"
"26","97",306.99,120.69,90.72,61.56,180,180,180,7573.38101510811,32,0.112,1.78,4.132,0.186,0.495,3.158,2927,3011,3237,2837,174,15645,2155,781,318,188,664749,6863080,50.5773092369478,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",30,27,13,1,"FOD"
"27","98",379.08,186.3,94.77,51.03,180,180,180,180,33,0.112,1.81,4.097,0.176,0.498,3.267,2918,3001,3158,2830,171,17823,2455,862,325,350,673283,6862457,57.2004028197382,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",31,29,12,1,"FOD"
"28","104",632.61,299.7,166.05,71.28,180,4843.30465694654,5351.78474903466,5860.37541459589,34,0.101,1.818,4.752,0.261,0.53,2.138,2899,2991,3417,2810,181,15088,1528,946,138,763,532356,6873928,94.7976878612717,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",32,28,12,8,"FOM"
"29","113",401.76,196.02,121.5,66.42,180,201.246117974981,7650,8190,36,0.09,1.875,5.013,0.302,0.505,1.972,2869,2950,3000,2789,161,17525,1962,1081,190,1445,611663,6873397,56.8341708542714,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",34,32,10,7,"FOM"
"30","114",501.39,207.36,113.4,58.32,180,180,201.246117974981,180,37,0.095,1.962,4.92,0.304,0.5,2.06,2866,2945,2904,2787,158,18738,2177,1152,206,1480,620739,6873322,59.2443324937028,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",35,30,13,10,"FOM"
"31","117",640.71,291.6,167.67,77.76,5670,6750,7200,7740,38,0.098,1.865,5.182,0.285,0.518,1.94,2911,2991,3055,2827,164,21666,2822,1120,282,560,647185,6873061,94.5184812672869,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",36,4,10,4,"FOD"
"32","118",448.74,198.45,116.64,60.75,180,6750,7200,7740,39,0.112,1.88,4.117,0.197,0.49,2.797,2921,3003,3167,2835,168,17894,2400,896,304,322,655777,6872997,53.9622641509434,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",37,22,13,1,"FOD"
"33","119",154.71,85.05,60.75,36.45,180,180,180,180,40,0.108,1.808,4.042,0.186,0.5,2.92,2923,3005,3179,2835,170,17897,2465,866,324,313,664881,6872764,8.7917608641045,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",38,31,11,1,"FOD"
"34","122",180.63,99.63,63.18,29.16,180,180,180,180,41,0.107,1.878,4.308,0.212,0.5,2.623,2934,3016,3246,2847,169,18186,2452,870,309,143,691362,6872505,37.4151370379683,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",39,31,13,2,"FOD"
"35","123",511.11,244.62,144.99,67.23,180,180,7568.56657498631,7932.77378979131,42,0.103,1.79,4.46,0.237,0.505,2.547,2919,2996,3086,2838,158,15981,2077,806,279,428,700163,6872033,77.1069182389937,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",40,30,11,2,"FOD"
"36","134",83.43,59.13,42.12,34.83,180,180,180,180,44,0.096,1.748,3.552,0.249,0.505,3.17,2886,2974,3244,2802,172,14362,1481,918,161,1063,585365,6883669,19.4919517102616,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",42,8,11,9,"FOM"
"37","137",134.46,88.29,68.85,42.12,180,180,180,9180.44116586997,45,0.088,2.138,5.158,0.308,0.51,2.037,2869,2952,3038,2789,163,17055,1868,1072,187,1339,611717,6883539,28.8553459119497,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",43,32,12,8,"FOM"
"38","140",193.59,110.16,73.71,34.83,450,648.999229583518,648.999229583518,7920,47,0.089,2.257,5.223,0.37,0.5,1.877,2855,2933,2807,2777,156,20743,2545,1185,240,1557,638415,6883130,39.1721352852095,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",45,25,9,8,"FOM"
"41","143",272.97,129.6,93.96,55.08,180,180,180,7650,50,0.106,1.978,4.145,0.194,0.51,2.883,2920,3002,3181,2834,168,19680,2673,941,319,361,664711,6882814,51.1943676137792,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",48,31,12,2,"FOD"
"42","146",213.03,139.32,99.63,47.79,180,180,270,270,51,0.108,1.948,4.407,0.187,0.5,2.923,2925,3007,3164,2840,167,18452,2563,844,332,286,691457,6882504,48.7424547283702,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",49,32,17,1,"FOD"
"43","147",302.94,163.62,102.87,58.32,180,180,180,180,52,0.106,1.99,4.258,0.203,0.49,2.767,2931,3010,3173,2848,162,14572,1961,699,306,71,700454,6882450,51.056338028169,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",50,28,12,1,"FOD"
"44","148",697.41,314.28,177.39,79.38,5760,6750,7290,7740,53,0.104,1.827,5.067,0.267,0.508,1.873,2913,2986,2994,2837,149,19845,2595,993,284,540,709102,6882188,100,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",51,0,2,5,"FOD"
"45","165",492.48,238.95,146.61,72.9,180,201.246117974981,180,7832.06869224217,57,0.088,2.163,5.233,0.404,0.508,2.11,2864,2945,2919,2785,160,19286,2317,1107,233,1418,638429,6892855,74.4150943396226,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",55,17,12,3,"FOM"
"46","166",567,259.2,145.8,74.52,180,5905.81069794825,6392.53470854871,6877.79034283541,58,0.09,2.095,5.437,0.408,0.51,1.77,2863,2942,2844,2785,157,19673,2449,1061,258,1476,647551,6892704,77.4583963691377,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",56,29,13,2,"FOM"
"47","167",539.46,221.13,135.27,68.85,180,180,7290,7742.09274033836,59,0.094,1.9,4.483,0.302,0.51,2.357,2881,2961,2919,2801,160,22099,2836,1137,280,1229,656229,6892879,69.2501258178158,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",57,17,12,6,"FOM"
"48","170",148.23,91.53,52.65,30.78,180,180,180,180,61,0.108,1.842,4.052,0.188,0.505,3.157,2923,3006,3179,2837,169,18043,2565,825,343,249,683065,6892479,37.6289957211175,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",59,29,12,2,"FOD"
"49","172",298.08,183.87,125.55,62.37,180,180,180,8100,62,0.107,1.792,4.408,0.201,0.495,2.653,2921,3001,3094,2839,162,17647,2426,841,322,361,700380,6892180,61.631419939577,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",60,30,15,1,"FOD"
"50","173",643.14,285.12,159.57,64.8,5940,6930,7380,180,63,0.103,1.873,5.187,0.275,0.5,1.675,2911,2986,2962,2834,152,22545,3041,1097,309,575,709308,6892108,91.2682435832914,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",61,16,12,3,"FOD"
"52","175",315.9,198.45,124.74,56.7,180,180,180,180,65,0.107,2.257,4.1,0.2,0.495,2.738,2930,2996,3028,2861,135,17958,2346,876,296,132,726991,6891780,58.4048460373549,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",63,20,12,3,"FOD"
"53","177",25.92,25.92,25.92,23.49,180,180,180,270,66,0.1,1.797,4.933,0.28,0.51,1.935,2893,2985,3336,2805,180,17439,1721,1041,143,852,523775,6903793,34.6851385390428,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",64,30,12,6,"FOM"
"54","188",666.63,297.27,162.81,67.23,10202.2056438792,11218.6362807607,11726.9689178406,12242.646772655,67,0.094,2.375,4.987,0.36,0.51,2.3,2871,2956,3114,2788,168,19197,2100,1212,194,1279,621182,6903279,91.8619299571681,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",65,22,11,5,"FOM"
"55","191",511.92,253.53,148.23,74.52,201.246117974981,5905.81069794825,201.246117974981,6877.79034283541,68,0.098,1.782,4.528,0.281,0.51,2.598,2887,2968,3032,2806,162,15448,1879,859,244,1066,648274,6900448,79.8488664987406,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",66,21,12,1,"FOM"
"56","192",568.62,273.78,157.95,71.28,201.246117974981,180,6725.35500921699,7207.30879038771,69,0.093,2.155,5.398,0.383,0.51,1.837,2858,2938,2827,2780,158,20997,2630,1134,262,1442,656140,6902649,86.0564800806858,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",67,24,10,4,"FOM"
"57","193",338.58,149.04,80.19,49.41,201.246117974981,254.558441227157,201.246117974981,7830.51722429623,70,0.087,2.007,5.528,0.399,0.5,1.758,2858,2936,2734,2780,156,25747,3327,1309,288,1441,665207,6902895,46.5943491422805,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",68,24,13,4,"FOM"
"58","194",500.58,242.19,155.52,75.33,180,180,7290.55553438831,7830.51722429623,71,0.102,1.997,4.117,0.225,0.518,2.68,2906,2988,3065,2823,165,20656,2800,955,324,606,673973,6902690,75.2582514487276,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",69,20,10,1,"FOD"
"59","196",417.96,176.58,110.97,55.08,180,180,180,7842.92037445236,72,0.097,2.302,5.312,0.276,0.51,1.868,2896,2975,2896,2816,159,22455,3142,1055,337,781,691888,6902478,55.5135951661631,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",70,29,12,1,"FOD"
"60","197",506.25,238.95,139.32,71.28,201.246117974981,201.246117974981,7303.87568349845,7842.92037445236,73,0.105,1.988,4.488,0.215,0.495,2.542,2918,2998,3097,2836,162,20594,2854,955,338,284,700623,6901799,74.3008314436886,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",71,17,16,1,"FOD"
"61","198",579.96,260.01,147.42,67.23,180,180,7470,7920,74,0.1,1.81,5.125,0.291,0.498,1.792,2905,2981,2893,2827,154,22591,3072,1110,319,655,709504,6902068,82.4300478951349,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",72,22,10,1,"FOD"
"62","199",691.74,315.9,176.58,79.38,5940,6840.59207963755,7470,7920,75,0.105,1.797,4.438,0.263,0.498,2.587,2921,2995,3025,2845,150,22359,3056,1004,342,331,718336,6901933,100,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",73,0,2,2,"FOD"
"64","208",196.83,114.21,66.42,37.26,180,180,254.558441227157,16830,77,0.097,2.042,3.91,0.266,0.51,2.875,2894,2985,3329,2808,177,16358,1696,1031,163,869,559057,6913701,22.7755308392315,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",75,27,13,8,"FOM"
"65","211",153.09,115.02,77.76,43.74,180,180,180,180,78,0.102,1.94,5.158,0.287,0.49,2.252,2879,2967,3208,2795,172,17810,1876,1155,169,1130,585677,6913526,33.7537840565086,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",76,25,11,7,"FOM"
"66","214",645.57,305.37,172.53,77.76,180,11405.8800624941,11914.3820653864,12422.9344359535,79,0.087,2.208,5.418,0.387,0.515,2.16,2861,2947,3100,2778,169,19779,2105,1262,186,1341,612195,6913353,97.429435483871,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",77,13,11,2,"FOM"
"67","217",626.13,248.67,132.84,56.7,5940,6930,7470,7920,81,0.09,2.095,5.32,0.351,0.505,2.085,2875,2958,3069,2791,167,18925,2180,1125,213,1232,638770,6913076,78.1896116994453,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",79,19,12,4,"FOM"
"68","218",694.17,311.85,176.58,78.57,6210,7200,7650.52939344723,8190.49449056649,82,0.094,1.99,5.083,0.352,0.508,2.222,2872,2953,3013,2789,164,20732,2479,1189,230,1057,647873,6912827,99.4454247542223,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",80,21,6,2,"FOM"
"69","221",482.76,198.45,99.63,42.93,180,180,180,270,83,0.1,2.002,5.032,0.223,0.51,2.008,2908,2990,3139,2825,165,19892,2617,951,306,586,674196,6912608,68.6081694402421,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",81,17,11,1,"FOD"
"71","225",671.49,291.6,157.14,61.56,6930,7838.27149312908,8371.93526014147,8921.35639911331,85,0.097,2.237,5.088,0.323,0.49,1.853,2895,2970,2770,2820,150,21890,2975,1030,339,854,709451,6912244,91.7780580075662,"Floresta Ombrófila Mista/Campos Naturais","Estádio Avançado de Regeneração",83,15,8,3,"FOM"
"73","246",442.26,225.18,139.32,69.66,180,180,8550,9090,88,0.095,1.787,4.707,0.292,0.51,2.18,2885,2970,3165,2799,171,15544,1773,939,206,939,638885,6923047,73.0507191521575,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",85,24,11,4,"FOM"
"74","249",540.27,264.06,150.66,69.66,201.246117974981,8280.48911598826,8730.4639052,9271.74740812108,89,0.084,2.322,5.637,0.437,0.51,1.642,2872,2953,2933,2792,161,21357,2688,1143,259,1080,665273,6922519,87.3801110550227,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",86,13,9,4,"FOM"
"76","253",588.87,257.58,145.8,70.47,180,180,7830,8370,91,0.098,1.927,5.108,0.285,0.51,1.98,2904,2983,2964,2824,159,19439,2726,849,357,645,700864,6922217,58.6111111111111,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",88,4,10,1,"FOD"
"79","260",235.71,149.04,91.53,53.46,180,180,180,2675.89237451733,96,0.099,1.767,5.387,0.287,0.505,1.572,2894,2983,3306,2804,179,21874,2272,1321,138,1015,488456,6934156,52.0080828492043,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",92,32,9,3,"FOM"
"84","279",553.23,251.1,153.09,70.47,180,180,7470,7832.06869224217,103,0.099,1.865,4.602,0.265,0.5,2.427,2904,2988,3257,2816,172,16127,1941,929,227,674,656822,6932569,80.1466868993424,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",99,20,11,3,"FOM"
"89","287",466.56,237.33,157.95,76.95,180,180,7200,7740,109,0.105,2.18,4.48,0.261,0.49,2.388,2933,3002,3086,2860,142,18894,2778,765,380,106,727513,6931929,71.1606690319311,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",105,24,13,1,"FOD"
"90","297",373.41,192.78,116.64,53.46,180,180,180,201.246117974981,110,0.104,1.843,5.295,0.281,0.5,1.87,2887,2976,3223,2799,177,19177,1986,1187,158,1036,541566,6943488,63.3813495072024,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",106,31,12,4,"FOM"
"92","304",238.95,111.78,77.76,41.31,180,180,180,180,112,0.1,1.813,4.793,0.268,0.52,2.237,2891,2980,3275,2804,176,16731,1838,1054,198,865,603547,6943264,39.8581919473284,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",108,24,12,4,"FOM"
"93","308",409.86,208.98,136.08,65.61,180,180,7470,8010,113,0.096,1.838,4.318,0.264,0.505,2.415,2907,2995,3447,2815,180,16465,1873,995,204,575,639113,6942989,61.8481012658228,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",109,26,10,2,"FOM"
"96","311",337.77,144.18,76.95,38.07,201.246117974981,201.246117974981,201.246117974981,284.604989415154,116,0.096,1.975,4.722,0.321,0.505,2.16,2889,2970,3064,2805,165,17727,2204,1024,238,971,665712,6942532,50.0252908447142,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",112,29,14,1,"FOM"
"98","313",375.84,244.62,144.18,61.56,180,6930,7470,7920,118,0.096,1.898,5.083,0.332,0.52,2.098,2888,2967,2927,2808,159,19307,2544,971,292,983,683107,6942442,71.0998735777497,"Floresta Ombrófila Mista/Floresta Ombrófila Densa","Estádio Médio de Regeneração",114,13,12,7,"FOM"
"99","316",560.52,249.48,161.19,76.95,180,180,7380,7920,120,0.104,1.938,4.352,0.254,0.497,2.58,2915,2993,3053,2835,158,19444,2884,844,368,419,710162,6941965,81.9328791319707,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",116,27,9,2,"FOD"
"101","318",177.39,77.76,51.84,30.78,201.246117974981,254.558441227157,7380,7920,122,0.104,1.935,4.515,0.245,0.505,2.468,2936,3008,3158,2859,149,18551,2733,778,370,96,727778,6941649,26.6430738119312,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",118,6,11,1,"FOD"
"102","321",335.34,140.94,75.33,39.69,180,201.246117974981,201.246117974981,3510,123,0.105,1.767,4.672,0.253,0.52,2.317,2911,3000,3347,2821,179,19626,2130,1168,145,701,452605,6953660,45.0568900126422,"Floresta Ombrófila Mista/Floresta Estacional Decidual","Estádio Avançado de Regeneração",119,23,12,3,"FOM"
"103","328",9.72,9.72,9.72,9.72,180,180,180,180,125,0.101,1.792,5.668,0.292,0.512,1.24,2903,2992,3341,2812,180,17244,1775,1059,143,815,514903,6953834,26.6396556090149,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",121,26,10,2,"FOM"
"105","337",250.29,164.43,108.54,51.03,180,180,180,8100,127,0.099,1.972,5.102,0.393,0.495,2.155,2891,2980,3256,2804,176,17868,1968,1105,201,901,594834,6953344,52.4026302478503,"Floresta Ombrófila Mista","Estádio Médio de Regeneração",123,25,12,3,"FOM"
"107","340",434.16,233.28,133.65,32.4,180,6930,201.246117974981,180,129,0.094,1.982,4.997,0.419,0.5,2.158,2890,2976,3213,2802,174,18103,2068,1106,209,908,621391,6953137,74.2286292362165,"Floresta Ombrófila Densa/Floresta Ombrófila Mista","Estádio Médio de Regeneração",125,17,11,2,"FOD"
"110","345",365.31,183.06,119.07,62.37,180,201.246117974981,201.246117974981,7920,132,0.096,1.958,5.13,0.347,0.495,1.962,2890,2972,3052,2807,165,19284,2418,1115,240,892,666220,6952915,61.3964077915507,"Floresta Ombrófila Mista/Floresta Ombrófila Densa","Estádio Médio de Regeneração",128,29,14,1,"FOM"
"111","346",435.78,173.34,88.29,45.36,180,180,254.558441227157,7740,133,0.098,1.888,4.627,0.289,0.5,2.328,2896,2977,3054,2814,163,17712,2286,966,263,816,674998,6952602,60.8761711825779,"Floresta Ombrófila Mista/Floresta Ombrófila Densa","Estádio Médio de Regeneração",129,29,13,1,"FOM"
"112","347",526.5,233.28,140.13,56.7,180,180,7290,7740,134,0.102,1.778,4.268,0.259,0.51,2.51,2905,2986,3095,2823,163,17545,2332,900,289,663,683666,6952377,76.4348925410872,"Floresta Ombrófila Densa","Estádio Médio de Regeneração",130,27,11,1,"FOD"
